code	n	drug	search1	search2	search3	Psoriasis ONLY medication	Eczema OR psoriasis medication	INCLUDE_FINAL
1140871236	2	flurbiprofen						0
1140871238	2	froben 50mg tablet						0
1140871776	2	mst continus 10mg m/r tablet	1					0
1140871996	2	sanomigran 500micrograms tablet						0
1140872026	2	migraleve duopack tablet						0
1140872058	2	migril tablet						0
1140872064	2	carbamazepine product						0
1140872150	2	clonazepam						0
1140872590	2	phenoxymethylpenicillin						0
1140873474	2	lymecycline						0
1140873780	2	co-trimoxazole						0
1140873986	2	isoniazid						0
1140874138	2	ciprofloxacin						0
1140874346	2	miconazole						0
1140874746	2	diamicron 80mg tablet						0
1140874826	2	glucagon product						0
1140875338	2	relifex 500mg tablet						0
1140875346	2	tenoxicam						0
1140875546	2	piroxicam 0.5% gel						0
1140875566	2	chloramphenicol 1% eye ointment						0
1140875630	2	movelat cream						0
1140875632	2	movelat gel						0
1140875642	2	ketoprofen 2.5% gel						0
1140876006	2	polyvinyl alcohol 1% eye drops						0
1140876384	2	glandosane plain spray						0
1140876394	2	salivix pastille						0
1140876430	2	urea 10% cream	1				y	1
1140877872	2	voltaren retard 100mg m/r tablet						0
1140877958	2	heparinoid+salicylic acid 0.2%/2% cream						0
1140878184	2	sno-tears eye drops						0
1140878252	2	hydromol emollient bath additive					y	1
1140878258	2	diprobath bath additive					y	1
1140878348	2	alphosyl lotion	1			y		1
1140878444	2	dithrocream 0.25% cream	1			y		1
1140878446	2	dithrocream forte 0.5% cream	1			y		1
1140878448	2	dithrocream hp 1% cream	1			y		1
1140878506	2	selsun shampoo					y	1
1140878508	2	psoriderm shampoo	1			y		1
1140879762	2	celiprolol						0
1140879798	2	terazosin						0
1140879926	2	coal tar 40% bath emulsion	1			y		1
1140879934	2	coal tar extract+hydrocortisone 3%/0.25% cream	1			y		1
1140879940	2	coal tar extract+allantoin 5%/2% cream	1			y		1
1140880256	2	coal tar extract 2% shampoo	1			y		1
1140880460	2	tioconazole					y	1
1140880462	2	metrogel 0.75% gel						0
1140880680	2	influenza vaccine						0
1140880726	2	hirudoid cream						0
1140880956	2	fentanyl						0
1140881026	2	meptazinol						0
1140881442	2	anusol hc ointment						0
1140881748	2	zocor 10mg tablet	1					0
1140882474	2	lamisil 1% cream						0
1140882708	2	clobetasone butyrate+neomycin sulphate	1				y	1
1140882818	2	alphaderm cream					y	1
1140882906	2	hydrocortisone+clotrimazole					y	1
1140884074	2	gentisone hc ear drops						0
1140884452	2	codeine linctus						0
1140884512	2	liothyronine						0
1140884560	2	nefopam						0
1140884636	2	diflucortolone						0
1140884640	2	nerisone 0.1% cream					y	1
1140884646	2	modrasone 0.05% cream					y	1
1140888178	2	haelan 0.0125% cream					y	1
1140888432	2	potassium product						0
1140888438	2	glucose product						0
1140888578	2	antihypertensive						0
1140888594	2	fluvastatin						0
1140888630	2	hydrocortisyl 1% cream	1				y	1
1140888676	2	naftidrofuryl						0
1140909354	2	motifene 75mg e/c+m/r capsule						0
1140909706	2	chlortalidone						0
1140909848	2	diethylstilbestrol						0
1140909864	2	azt - azathioprine	1				y (eczema only)	0
1140909876	2	calciferol						0
1140909954	2	acyclovir						0
1140910382	2	cya - cyclosporin	1				y	1
1140910670	2	niacin						0
1140910706	2	phenobarbital						0
1140910750	2	glycerol suppository	1					0
1140911636	2	kalms tablet						0
1140911642	2	tacrolimus						0
1140911754	2	anadin tablet						0
1140912228	2	b12 - cyanocobalamin prep						0
1140916288	2	efexor 37.5mg tablet						0
1140916608	2	rozex 0.75% gel						0
1140917306	2	bicalutamide						0
1140917450	2	oestrogel 1.25g gel						0
1140921938	2	diethylamine salicylate 10% cream bp						0
1140922714	2	dorzolamide						0
1140922806	2	premique cycle 10mg tablet						0
1140923484	2	topiramate						0
1140923598	2	fematrix 40 patch						0
1140925808	2	preservex 100mg tablet						0
1140926778	2	diltiazem hcl+hydrochlorothiazide 150mg/12.5mg m/r capsule						0
1140926922	2	antihistamine 60mg tablet						0
1140928222	2	andropatch 2.5mg/24hours transdermal patch						0
1141145630	2	nitromin 400micrograms cfc-free spray						0
1141145668	2	diovan 40mg capsule						0
1141145870	2	fortipine la40 m/r tablet						0
1141145896	2	letrozole						0
1141145900	2	femara 2.5mg tablet						0
1141146426	2	balneum plus cream					y	1
1141150624	2	zomig 2.5mg tablet						0
1141151284	2	naratriptan						0
1141151288	2	naramig 2.5mg tablet						0
1141152520	2	zidoval 0.75% vaginal gel						0
1141153236	2	oxis 6micrograms turbohaler	1					0
1141153490	2	amisulpride						0
1141156984	2	amaryl 1mg tablet						0
1141157132	2	singulair 10mg tablet						0
1141157254	2	isosorbide mononitrate product						0
1141157324	2	loratadine product						0
1141157356	2	erythromycin product						0
1141157364	2	metronidazole product						0
1141157402	2	prednisolone product					y	1
1141157414	2	salicylic acid product	1				y	1
1141162526	2	benadryl allergy relief 8mg capsule						0
1141163146	2	beclo-aqua 50 nasal spray						0
1141164746	2	dexketoprofen						0
1141165028	2	artelac 0.32% single-use eye drops						0
1141165476	2	triapin mite 2.5mg/2.5mg tablet						0
1141166200	2	implanon 68mg subdermal implant						0
1141166302	2	arava 10mg tablet						0
1141166858	2	chemydur 60xl m/r tablet						0
1141167708	2	beclomist 50micrograms nasal spray						0
1141167744	2	neoral 10mg capsule	1				y	1
1141167940	2	maxalt 5mg tablet						0
1141168660	2	repaglinide						0
1141169516	2	dorzolamide+timolol						0
1141169530	2	brexidol 20mg tablet						0
1141169694	2	difflam sore throat 0.15% oral rinse						0
1141171038	2	oxycodone hydrochloride						0
1141171104	2	aromasin 25mg tablet						0
1141171404	2	zaleplon						0
1141172698	2	monomax xl 60mg m/r tablet						0
1141172838	2	depakote 250mg e/c tablet						0
1141173346	2	cortisone	1	1	1		y	1
1141174500	2	sibutramine						0
1141174508	2	reductil 10mg capsule						0
1141176284	2	brinzolamide						0
1141176288	2	azopt 10mg/ml eye drops						0
1141179842	2	tacrolimus monohydrate 0.03% ointment					y	1
1141180148	2	arcoxia 60mg tablet						0
1141180662	2	zirtek allergy 10mg tablet						0
1141181562	2	benadryl one a day 10mg tablet						0
1141184722	2	latanoprost+timolol						0
1141185480	2	ispagel 3.5g/sachet s/f powder						0
1141186100	2	canesten complete cream						0
1141187336	2	elidel 1% cream					y	1
1141187776	2	nurofen 200mg tablet						0
1141187814	2	cialis 10mg tablet						0
1141189090	2	rosiglitazone 1mg / metformin 500mg tablet						0
1141190482	2	fluconazole 150mg capsule + clotrimazole 2% cream						0
1141190960	2	tramacet 325mg/37.5mg tablet						0
1141192154	2	metrosa 0.75% gel						0
1141192378	2	ketopine 2% shampoo						0
1141195224	2	formoterol						0
1141200400	2	amlostin 5mg tablet						0
1141200640	2	easyhaler salbutamol 100mcg breath-actuated dry powder inh						0
1141200748	2	care ibuprofen 10% gel	1					0
1141201130	2	efalizumab				y		1
1140851218	1	anacal ointment						0
1140852908	1	multivite pellet						0
1140852946	1	"calciferol high-str. 10,000units tablet"						0
1140853186	1	chloramphenicol eye drops						0
1140853200	1	bromelains						0
1140854254	1	dermacare cream 100ml					y	1
1140854432	1	cortacream 1% band					y	1
1140854834	1	fluocortolone						0
1140855380	1	salbuvent 100micrograms inhaler						0
1140855562	1	benadryl 25mg capsule						0
1140856238	1	panadol 500mg capsule						0
1140856240	1	panadol 500mg tablet						0
1140857200	1	calcium sulphaloxate						0
1140858448	1	neo-cytamen 250micrograms/1ml injection						0
1140860324	1	tenoret 50 tablet						0
1140860332	1	sotalol hydrochloride+hydrochlorothiazide 80mg/12.5mg tablet						0
1140860470	1	methyldopa						0
1140860498	1	celectol 200mg tablet						0
1140860836	1	coro-nitro spray 400micrograms spray						0
1140860838	1	gtn 300micrograms sublingual tablet	1					0
1140860846	1	suscard 1mg m/r buccal tablet						0
1140860972	1	ismo 10 tablet	1					0
1140860994	1	isib 20mg tablet						0
1140861176	1	cardene 20mg capsule						0
1140861326	1	hexopal 500mg tablet						0
1140861780	1	persantin 25mg tablet						0
1140861808	1	disprin cv 100mg m/r tablet						0
1140861834	1	cyklokapron 500mg tablet						0
1140861858	1	lopid 300 capsule						0
1140861892	1	acipimox						0
1140862016	1	ventodisks 200micrograms/blister disks+diskhaler						0
1140862140	1	pulmadil 200micrograms inhaler						0
1140862260	1	aminophylline						0
1140862266	1	phyllocontin continus 225mg m/r tablet						0
1140862414	1	nuelin 125mg tablet						0
1140862424	1	slo-phyllin 60mg m/r capsule						0
1140862438	1	uniphyllin continus 200mg m/r tablet						0
1140862474	1	aerobec 50mcg autohaler						0
1140862532	1	intal 5mg inhaler						0
1140862560	1	ventide inhaler						0
1140862624	1	chlorpheniramine maleate						0
1140862742	1	vallergan 10mg tablet						0
1140862760	1	acrivastine						0
1140862886	1	pholcodine						0
1140862952	1	mucodyne 375mg capsule						0
1140862998	1	sudafed co tablet						0
1140863092	1	galpseud 60mg tablet						0
1140863098	1	sudafed 60mg tablet						0
1140863120	1	loprazolam						0
1140863244	1	valium 2mg tablet						0
1140863320	1	lexotan 1.5mg tablet						0
1140863328	1	chlordiazepoxide						0
1140864070	1	kapake tablet						0
1140864424	1	famciclovir						0
1140864558	1	capsaicin 0.075% cream						0
1140864566	1	cabergoline						0
1140864618	1	zestoretic 10 tablet						0
1140864820	1	cutivate 0.05% cream	1				y	1
1140864860	1	nu-seals aspirin 75mg e/c tablet						0
1140865000	1	zydol 50mg capsule						0
1140865186	1	aluminium hydroxide product						0
1140865192	1	alu-cap capsule						0
1140865378	1	dicyclomine hydrochloride						0
1140865618	1	nizatidine						0
1140865628	1	misoprostol						0
1140865654	1	codeine phosphate+kaolin 10mg/3g/10ml mixture						0
1140865772	1	methylcellulose						0
1140865996	1	ursodeoxycholic acid product						0
1140865998	1	destolit 150mg tablet						0
1140866162	1	hydrochlorothiazide						0
1140866318	1	spirolone 25mg tablet						0
1140866402	1	dyazide tablet						0
1140866450	1	bendrofluazide+potassium 2.5mg/7.7mmol m/r tablet						0
1140866460	1	half securon sr 120mg m/r tablet						0
1140866612	1	arythmol 150mg tablet						0
1140866756	1	tenormin 25 tablet						0
1140866800	1	half-inderal la 80mg m/r capsule						0
1140866804	1	inderal 10mg tablet						0
1140867092	1	serenace 500micrograms capsule						0
1140867150	1	flupenthixol						0
1140867184	1	haldol 5mg tablet						0
1140867244	1	stelazine 1mg tablet						0
1140867304	1	sulpiride						0
1140867494	1	camcolit 250 tablet						0
1140867690	1	anafranil 10mg capsule						0
1140867850	1	phenelzine						0
1140867884	1	lustral 50mg tablet						0
1140867914	1	tranylcypromine						0
1140867960	1	tryptophan product						0
1140868120	1	trifluoperazine						0
1140868342	1	acupan 30mg tablet						0
1140868422	1	harmogen 1.5mg tablet						0
1140868460	1	progynova 1mg tablet						0
1140868496	1	duphaston 10mg tablet						0
1140868518	1	nuvelle tablet						0
1140868520	1	estracombi tts patch						0
1140868536	1	restandol 40mg capsule						0
1140868588	1	progesterone product						0
1140868772	1	didronel 200mg tablet						0
1140868902	1	acarbose						0
1140868968	1	danazol						0
1140869100	1	alprostadil						0
1140869162	1	marvelon tablet						0
1140869164	1	mercilon tablet						0
1140869184	1	ovran 30 tablet						0
1140869186	1	ovranette tablet						0
1140869266	1	trinovum tablet						0
1140869270	1	medroxyprogesterone						0
1140869334	1	femodene tablet						0
1140869346	1	cilest tablet						0
1140869366	1	levonorgestrel						0
1140869370	1	norgeston tablet						0
1140869412	1	potassium citrate 3g/sachet granules						0
1140869482	1	urispas 200mg tablet						0
1140869492	1	ditropan 2.5mg tablet						0
1140869604	1	cyclophosphamide						0
1140869978	1	hydroxyurea						0
1140870520	1	cytamen 1mg/1ml injection						0
1140870852	1	vitamin a product						0
1140870900	1	phosphate-sandoz tablet						0
1140870946	1	redoxon 25mg tablet						0
1140871004	1	vitamins b+c						0
1140871138	1	vitamin k product						0
1140871162	1	vitamins capsule bpc						0
1140871180	1	rhumalgan 25mg e/c tablet						0
1140871522	1	oruvail 100 m/r capsule						0
1140871528	1	ketovail 100mg m/r capsule						0
1140871638	1	napratec tablet combination pack						0
1140871680	1	tylex capsule						0
1140871724	1	oramorph sr 100mg m/r tablet						0
1140871734	1	temgesic 200mcg sublingual tablet						0
1140871738	1	temgesic 400mcg sublingual tablet						0
1140871778	1	oramorph 10mg/5ml oral unit dose vial						0
1140871986	1	clonidine hydrochloride 25micrograms tablet						0
1140872132	1	primidone						0
1140872160	1	ethosuximide						0
1140872214	1	valproic acid						0
1140872236	1	neurontin 100mg capsule						0
1140872302	1	lamictal 25mg tablet						0
1140872338	1	madopar 62.5 capsule						0
1140872440	1	symmetrel 100mg capsule						0
1140872484	1	antabuse 200mg tablet						0
1140873476	1	tetralysal 300 capsule						0
1140873480	1	minocycline						0
1140873650	1	clindamycin						0
1140873712	1	erythroped a 500mg tablet						0
1140873904	1	capastat 1g injection (pdr for recon)						0
1140873908	1	cycloserine						0
1140873934	1	septrin forte 960mg tablet						0
1140874034	1	flagyl 400mg tablet						0
1140874104	1	dapsone						0
1140874192	1	macrodantin 100mg capsule						0
1140874272	1	fluconazole						0
1140874646	1	glipizide						0
1140874674	1	tolbutamide						0
1140874784	1	florinef 100mcg tablet						0
1140874950	1	prednesol 5mg tablet						0
1140874976	1	methylprednisolone						0
1140875278	1	acemetacin						0
1140875306	1	myocrisin 20mg/0.5ml injection						0
1140875308	1	myocrisin 50mg/0.5ml injection						0
1140875404	1	ridaura 3mg tablet						0
1140875496	1	sulphinpyrazone						0
1140875508	1	neostigmine						0
1140875538	1	methyl salicylate ointment bp	1				y	1
1140875620	1	difflam cream						0
1140875628	1	axsain cream						0
1140875712	1	minims atropine sulphate 1% single-use eye drops						0
1140875816	1	pilocarpine						0
1140875870	1	diamox 250mg tablet						0
1140875974	1	locorten-vioform ear drops						0
1140876024	1	paraffin-yellow soft						0
1140876052	1	syntaris 25micrograms nasal spray						0
1140876088	1	sudafed 0.05% nasal spray						0
1140876118	1	cerumol ear drops						0
1140876146	1	rhinocort 50micrograms nasal spray						0
1140876240	1	adcortyl in orabase oral paste						0
1140876314	1	hydrous ointment bp					y	1
1140876344	1	benzalkonium chloride+dimethicone 350 0.1/22% cream						0
1140876350	1	cod liver oil+zinc oxide 11.4/38% ointment	1					0
1140876408	1	cetomacrogol formula a cream bp						0
1140876422	1	soap substitute+zinc oxide 5% cream wash						0
1140876452	1	dermacort cream						0
1140876508	1	calamine						0
1140876588	1	ergocalciferol product						0
1140877632	1	calciferol 250micrograms tablet						0
1140877826	1	sodium bicarbonate						0
1140877954	1	feldene 0.5% gel						0
1140878060	1	alomide eye drops						0
1140878098	1	betagan eye drops						0
1140878170	1	hypotonic artificial tears eye drops						0
1140878172	1	tears naturale eye drops						0
1140878182	1	hypotears eye drops						0
1140878190	1	minims artificial tears single-use eye drops						0
1140878266	1	eurax cream					y	1
1140878288	1	unguentum merck cream					y	1
1140878416	1	psoriderm bath emulsion	1			y		1
1140878514	1	meted shampoo					y	1
1140878546	1	retin-a 0.025% cream						0
1140878580	1	condyline solution						0
1140878592	1	canesten 1% dusting powder						0
1140878672	1	trosyl nail solution						0
1140878676	1	loceryl nail lacquer						0
1140879644	1	amantadine						0
1140879658	1	chlorpromazine						0
1140879730	1	buspirone						0
1140879746	1	promazine						0
1140879810	1	nicardipine						0
1140879824	1	labetalol						0
1140879826	1	levobunolol						0
1140879894	1	hydrocal 1% cream						0
1140879928	1	coal tar+lecithin 6/0.4% cream	1			y		1
1140879930	1	strong coal tar solution+pine tar 5/5% gel				y		1
1140879938	1	coal tar extract+allantoin 5%/2% lotion	1			y		1
1140880008	1	ichthammol						0
1140880046	1	benzoyl peroxide+miconazole nitrate 5%/2% cream						0
1140880146	1	erythromycin+zinc acetate 40mg/12mg/ml topical solution						0
1140880200	1	dalacin t topical solution						0
1140880314	1	daktarin 0.16% powder spray						0
1140880324	1	nystaform cream						0
1140880342	1	mupirocin						0
1140881334	1	co-phenotrope						0
1140881440	1	anugesic-hc cream						0
1140881444	1	proctofoam hc foam						0
1140881612	1	naproxen+misoprostol						0
1140881624	1	co-danthrusate						0
1140881842	1	heparin						0
1140881922	1	becodisks 100micrograms disks+diskhaler						0
1140881938	1	beclomethasone dipropionate+salbutamol						0
1140882072	1	ilube eye drops	1					0
1140882104	1	hyoscine						0
1140882112	1	co-careldopa						0
1140882160	1	rynacrom 2% nasal drops						0
1140882230	1	gastroflux 10mg tablet						0
1140882320	1	clozaril 25mg tablet						0
1140882392	1	aspirin+codeine						0
1140882472	1	lamisil 250mg tablet						0
1140882478	1	zovirax 5% cream						0
1140882538	1	chloramphenicol 0.25% eye drops						0
1140882544	1	fucidin ointment					y	1
1140882626	1	betnesol 0.1% eye/ear/nose drops						0
1140882722	1	maxidex eye drops						0
1140882730	1	colifoam 10% foam						0
1140882732	1	dioderm cream						0
1140882768	1	vista-methasone n eye/ear/nose drops						0
1140882806	1	clobetasone butyrate+oxytetracycline+nystatin	1				y	1
1140882820	1	calmurid hc cream					y	1
1140882850	1	hydrocortisone+clioquinol						0
1140882896	1	hydrocortisone+lignocaine						0
1140882918	1	hydrocortisone+fusidic acid					y	1
1140882920	1	fucidin h cream					y	1
1140882962	1	human menopausal gonadotrophins						0
1140883028	1	predsol 0.5% eye/ear drops						0
1140883040	1	adcortyl 0.1% cream						0
1140883478	1	pyridostigmine						0
1140883594	1	glycopyrronium						0
1140883600	1	diphenhydramine product						0
1140883676	1	cough/decongestant preparation						0
1140883820	1	clinitar 2.5% gel						0
1140883858	1	dantrolene						0
1140883914	1	flavoxate						0
1140884136	1	topical miconazole						0
1140884402	1	pentazocine						0
1140884404	1	paracetamol+caffeine						0
1140884498	1	felbinac						0
1140884544	1	leuprorelin						0
1140884558	1	ketorolac						0
1140884622	1	oestrogen product						0
1140884634	1	cyproterone						0
1140884638	1	clomiphene						0
1140884642	1	alclometasone						0
1140884704	1	cortisone product	1				y	1
1140884706	1	megestrol						0
1140888134	1	eczederm+hydrocortisone cream						0
1140888350	1	menadiol						0
1140888460	1	electrolade product						0
1140888638	1	interferon alfa-2a						0
1140888686	1	hydralazine						0
1140888760	1	isdn - isosorbide dinitrate	1					0
1140888818	1	mestinon 60mg tablet						0
1140909482	1	opticrom allergy eye drops						0
1140909500	1	tagamet 100 tablet						0
1140909742	1	iocare balanced salt solution						0
1140909748	1	methenamine hippurate						0
1140909754	1	ribavirin						0
1140909792	1	alimemazine						0
1140909800	1	flupentixol						0
1140909816	1	trihexyphenidyl						0
1140909870	1	retinol product						0
1140909872	1	vitamin b1 preparation						0
1140909878	1	vitamin d2						0
1140909904	1	tri-iodothyronine product						0
1140909952	1	fludroxycortide						0
1140910372	1	chloramiphene						0
1140910416	1	ung emuls - ungentum emulsificans	1				y	1
1140910424	1	hc - hydrocortisone	1				y	1
1140910442	1	bzt - bendrofluazide	1					0
1140910552	1	folate product						0
1140910566	1	glyclizide						0
1140910600	1	aminosalicylic acid						0
1140910734	1	disodium cromoglycate						0
1140910736	1	cromolyn sodium						0
1140910772	1	ikorel 10mg tablet						0
1140910776	1	cantassium vitamin b6 50mg tablet						0
1140910814	1	sodium thyroxine						0
1140910824	1	ursodesoxycholic acid						0
1140911572	1	eye-crom aqueous eye drops						0
1140911748	1	ibuprofen+menthol 5%/3% gel						0
1140911750	1	deep relief ibuprofen gel						0
1140911762	1	lemsip sachet						0
1140911816	1	strepsils lozenge						0
1140911830	1	durogesic 25micrograms/hour patch						0
1140911832	1	durogesic 50micrograms/hour patch						0
1140916274	1	dithranol+salicylic acid 0.25%/1.6% scalp gel				y		1
1140916276	1	psorin scalp gel	1			y		1
1140916342	1	beta-blocker						0
1140916846	1	bactroban 2% nasal ointment						0
1140917062	1	natrasleep tablet						0
1140917096	1	andrews liver salts powder						0
1140917216	1	tenkorex 125mg/5ml suspension						0
1140917432	1	rapitil 2% eye drops						0
1140921088	1	tridestra tablet						0
1140921818	1	iopidine ophthalmic 0.5% intra-ocular solution						0
1140922344	1	dermamist spray						0
1140923272	1	co-triamterzide						0
1140923568	1	norimode 2mg tablet						0
1140923648	1	methodex 1mg/1ml mixture						0
1140923788	1	monomax sr 40 m/r capsule						0
1140923920	1	volsaid retard 75mg m/r tablet						0
1140925806	1	aceclofenac						0
1140925986	1	cellcept 250mg capsule						0
1140926004	1	entocort cr 3mg m/r capsule						0
1140926626	1	saliveze spray						0
1140926794	1	mobic 7.5mg tablet						0
1140926796	1	mobic 15mg tablet						0
1140927338	1	compound coconut ointment						0
1140927692	1	topamax 25mg tablet						0
1140928142	1	lamivudine						0
1140928276	1	humatrope(rbe) 18iu(6mg) inj cartridge(pdr for recon)+dil						0
1140928372	1	zydol soluble 50mg tablet						0
1140928384	1	ritonavir						0
1140928392	1	norvir 100mg capsule						0
1141145830	1	fybozest orange 3.5g s/f granules						0
1141145880	1	cacit d3 granules	1					0
1141146324	1	adapalene						0
1141146422	1	urea+lauromacrogols 5%/3% cream					y	1
1141150430	1	dermacare cream 150ml					y	1
1141150596	1	avonex 6million iu injection (pdr for recon)+solvent	1					0
1141150754	1	alphagan 0.2% eye drops						0
1141150866	1	maxolon 5mg tablet						0
1141151018	1	cozaar-comp 50mg/12.5mg tablet						0
1141151026	1	eurax hc cream					y	1
1141151946	1	cipramil 10mg tablet						0
1141152228	1	elleste-solo mx 40 patch						0
1141152988	1	zomorph 30mg m/r capsule						0
1141153032	1	zanidip 10mg tablet						0
1141153080	1	nytol 25mg caplet						0
1141153242	1	balsalazide disodium						0
1141153248	1	colazide 750mg capsule						0
1141153424	1	zamadol sr 100mg m/r capsule						0
1141156738	1	paludrine tablet+avloclor tablet 100mg/250mg travel pack						0
1141157060	1	mizollen 10mg m/r tablet						0
1141157264	1	salmeterol product						0
1141157304	1	clotrimazole product						0
1141157470	1	fentanyl product						0
1141157480	1	co-magaldrox product						0
1141162544	1	lipantil micro 67mg capsule						0
1141162940	1	e45 emollient bath oil	1				y	1
1141162970	1	optilast 0.05% eye drops						0
1141164068	1	mirapexin 0.088mg tablet						0
1141164836	1	eucerin 10% cream					y	1
1141164872	1	sinemet-62.5 tablet						0
1141165244	1	rofecoxib						0
1141165514	1	rebetol 200mg capsule						0
1141165852	1	abacavir						0
1141166746	1	capsaicin 0.025% cream						0
1141166998	1	imodium plus 2mg/125mg chewable tablet						0
1141167206	1	oestrogel 0.06% gel						0
1141167678	1	pharmaton capsule						0
1141167876	1	aldara 5% cream						0
1141167990	1	oilatum fragrance free liquid bath additive						0
1141168578	1	evista 60mg tablet	1					0
1141168948	1	viagra 100mg tablet						0
1141170768	1	urea 10% lotion	1				y	1
1141171100	1	exemestane						0
1141171116	1	dromadol sr 100mg m/r tablet						0
1141171344	1	teveten 300mg tablet						0
1141171548	1	zimbacol xl 400mg m/r tablet						0
1141171672	1	sudafed dual relief capsule						0
1141172120	1	periostat 20mg capsule						0
1141172224	1	acidex oral suspension						0
1141172486	1	interferon beta						0
1141172628	1	almogran 12.5mg tablet						0
1141172682	1	irbesartan+hydrochlorothiazide 150mg/12.5mg tablet						0
1141172728	1	almotriptan						0
1141172910	1	lamisil at 1% cream						0
1141173766	1	calchan mr 10mg m/r tablet						0
1141173814	1	zoledronic acid						0
1141173888	1	xismox xl 60 m/r tablet						0
1141174262	1	otrivine mu-cron tablet						0
1141174512	1	budesonide+eformoterol						0
1141175204	1	oxcarbazepine						0
1141175756	1	migramax sachet powder						0
1141175978	1	benadryl skin allergy relief cream						0
1141177686	1	fersamal tablet						0
1141177762	1	risperdal 0.5mg tablet						0
1141177826	1	micropirin 75mg e/c tablet						0
1141178054	1	zapain capsule						0
1141178816	1	aranesp 10micrograms/0.4ml prefilled syringe						0
1141179066	1	pulvinal salbutamol 200mcg breath-act dry powder inhaler						0
1141179072	1	pulvinal beclomethasone diprop 100mcg breath-act dry pdr inh						0
1141179830	1	piriteze 10mg tablet						0
1141179914	1	bimatoprost						0
1141180152	1	arcoxia 120mg tablet						0
1141180592	1	perindopril+indapamide						0
1141180598	1	coversyl plus 4mg/1.25mg tablet						0
1141180766	1	novofem tablet						0
1141180778	1	atenolol+chlortalidone						0
1141181056	1	dimeticone 1000+cetrimide 10%/0.3% cream						0
1141181186	1	co-zidocapt 25mg/12.5mg tablet						0
1141181872	1	defanac 25mg e/c tablet						0
1141182110	1	sulfadiazine						0
1141182674	1	fenactol 25mg e/c tablet						0
1141183332	1	panadol actifast 500mg tablet						0
1141184608	1	vivabec 50micrograms nasal spray						0
1141185108	1	aveeno lotion					y	1
1141185284	1	imatinib						0
1141186288	1	clearsore aciclovir 5% cream						0
1141186750	1	biotene oralbalance oral gel						0
1141186800	1	viraferonpeg 120mcg pdr+solv for soln for inj prefilled pen						0
1141186960	1	pimecrolimus						0
1141187230	1	care cetirizine hayfever relief 10mg tablet	1					0
1141187280	1	acea 0.75% gel	1					0
1141187304	1	codipar caplet						0
1141188408	1	tritace 1.25mg tablet						0
1141188426	1	gavilast-p 75mg tablet						0
1141188640	1	avonex 6million iu/0.5ml prefilled syringe	1					0
1141188642	1	avonex 30micrograms/0.5ml prefilled syringe	1					0
1141188900	1	sulazine ec 500mg e/c tablet						0
1141189134	1	stalevo 50mg / 12.5mg / 200mg tablet						0
1141189380	1	emtricitabine						0
1141189776	1	monomil xl 60mg m/r tablet						0
1141190160	1	vascalpha 5mg m/r tablet						0
1141190244	1	rhinolast 0.1% nasal spray						0
1141190554	1	atazanavir						0
1141190956	1	paracetamol+tramadol						0
1141191748	1	respiratory mometasone						0
1141191774	1	optrex allergy eye drops	1					0
1141191818	1	asmanex twisthaler 200mcg breath-actuated dry powder inhaler						0
1141192004	1	avodart 500micrograms capsule						0
1141192248	1	vardenafil						0
1141192666	1	frovatriptan						0
1141192990	1	morphgesic sr 10mg m/r tablet						0
1141192994	1	morphgesic sr 60mg m/r tablet						0
1141193290	1	lyrinel xl 5mg m/r tablet						0
1141194800	1	bendroflumethiazide+potassium 2.5mg/7.7mmol m/r tablet						0
1141194810	1	atenolol+bendroflumethiazide						0
1141194840	1	hydrocortisone+lidocaine						0
1141195844	1	dermol cream 500g	1				y	1
1141200072	1	lyrica 25mg capsule						0
1141200094	1	vaniqa 11.5% cream						0
1141200446	1	mycophenolic acid 180mg gastro-resistant tablet					y	1
1141200708	1	strontium product						0
1141200880	1	oilatum bath formula liquid bath additive 150ml					y	1
1141201040	1	co-diovan 80mg/12.5mg tablet						0
1141201306	1	fibrazate xl 400mg m/r tablet						0
1141201718	1	nebido 1000mg/4ml solution for injection						0
2038460068	1	phenobarbitone						0
